,Drug_Name,Uses,Image URL,Manufacturer,Rating,Route_of_Administration
9376,Adlene 0.1% Gel,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jith8nrmccubyfgxwo4l.jpg",Talent India ,2.66,Gel
9377,Levoquin 500mg Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/61b72fbfdebb42ea866fda1ebb890c1f.jpg",Cipla Ltd,2.66,Tablet
9378,Livafin CP Cream,Fungal nail infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/w7vluw3o4hzhfxbgjstn.jpg",Zydus Cadila,2.66,Cream
9379,Velfu Tablet PR,Benign prostatic hyperplasia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/avbzlwnctv3xkc5uddyt.jpg",Intas Pharmaceuticals Ltd,2.66,PR
9380,Brezvent-LS Cough Syrup,Cough with mucus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a0afe0cd1edb4f72b8b8f5fc607c829f.jpg",Uvb Healthcare Pvt Ltd,2.66,Syrup
9381,Herpikind Ointment,Herpes labialis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/36f0a5eda53b42d4b7bdcada32f6d022.jpg",Mankind Pharma Ltd,2.66,Ointment
9382,Xaldinac Tablet,Pain muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/bd0pgusxry0alokmepuu.jpg",Brainwave Healthcare Pvt Ltd,2.66,Tablet
9383,Anafortan Drop,Abdominal cramp,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/431795c384944f4e865c187ef88af1b0.jpg",Abbott,2.66,Drop
9384,Bisoder 5mg Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attackPrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4461c581f0bf4fa5b5006824064c6fdb.jpg",Elder Pharmaceuticals Ltd,2.66,Tablet
9385,Amortas Cream,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/f3e9ypdg4psmx1eepvmi.jpg",Intas Pharmaceuticals Ltd,2.64,Cream
9386,Folitrax 20 Injection,Rheumatoid arthritisTreatment PsoriasisTreatment CancerTreatment Crohn’s,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/niu1k37nfgtno37o7ocg.jpg",Ipca Laboratories Ltd,2.64,Injection
9387,Qutipin 100 Tablet,SchizophreniaTreatment Mania,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pqnjhdaz3pmda3scjfbd.jpg",Sun Pharmaceutical Industries Ltd,2.64,Tablet
9388,Medomol 500mg Tablet,Pain reliefTreatment Fever,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/o9rb9tyzqpn3lgyifur6.jpg",Medopharm,2.64,Tablet
9389,Trigaine Forte Lotion,Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ghoza7xasohuo9legyrt.jpg",Apple Therapeutics Pvt Ltd,2.64,Lotion
9390,Acuvert Tablet,VertigoTreatment NauseaTreatment VomitingTreatment MigraineTreatment Short term anxiety,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zbhddumox1grpuc0v4au.jpg",Abbott,2.64,Tablet
9391,Pioglit 15 Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tly6ozstm6ebdpeqa8uy.jpg",Sun Pharmaceutical Industries Ltd,2.64,Tablet
9392,Minolast 10 Tablet,Sneezing runny nose allergiesTreatment Hay feverTreatment Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/04ab5f95546545f0ab4db12dc2b48812.jpg",Leeford Healthcare Ltd,2.64,Tablet
9393,L-Cin 500 Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dv9xl8bz8eqylf5c4wof.jpg",Lupin Ltd,2.64,Tablet
9394,Onabet-B Cream,Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ccvuu4u8nvo9q68fzq4t.jpg",Glenmark Pharmaceuticals Ltd,2.64,Cream
9395,Luliderm Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/q7unxrzowefjek1in72e.jpg",Aristo Pharmaceuticals Pvt Ltd,2.64,Cream
9396,Melabest Cream,Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/h2qonsnpxszksl0ilbjc.jpg",Mankind Pharma Ltd,2.64,Cream
9397,Tugain 5% Solution,Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/i44vipykfx9uns8yjo7u.jpg",Cipla Ltd,2.64,Solution
9398,Prothiaden 75 Tablet,"Anxiety disorderTreatment $name is thought work by affecting balance certain chemicals (such as serotonin) brain. It helps improve mood feelings wellbeing, relieves anxiety tension, helps you sleep better, increases your energy level. It is used treat depression that is unresponsive other medicines. You need take it regularly as it is prescribed for it be most effective should not stop taking it suddenly. Depression","https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/whf4cuag5h4shqmclnw4.jpg",Abbott,2.64,Tablet
9399,Histo Calamine Lotion,Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fgnptmjzdwshxgodauj7.jpg",Somatico Pharmacal Pvt Ltd,2.64,Lotion
9400,Tretin-Iso 10 Capsule,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/m0ly1svovvajjwafb4gc.jpg",Hegde and Hegde Pharmaceutical LLP,2.64,Capsule
9401,Nootropil 800mg Tablet,Alzheimer's Stroke Dementia Parkinson's Age related memory loss Head injury,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/edtv42gr0k9zidufk2j5.jpg",Dr Reddy's Laboratories Ltd,2.64,Tablet
9402,Eberjen-M Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/odukbhpxwilvk0yb85k2.jpg",Jenburkt Pharmaceuticals Ltd,2.64,Cream
9403,Pregaba NT 75 mg/10 mg Tablet,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/128449d21b854c7aa58b82ab1f60b685.jpg",Torrent Pharmaceuticals Ltd,2.64,Tablet
9404,Nitrobest Tablet SR,Bacterial infections urinary tract,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/brl2pexuuxaids6vnftn.jpg",Lupin Ltd,2.64,SR
9405,Terbest Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/k6uennp9t7p9xtah2syo.jpg",Systopic Laboratories Pvt Ltd,2.64,Cream
9406,Alensol-D Tablet,Osteoporosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jjsl6baqk4wlpahwdgaw.jpg",Medsol India Overseas Pvt Ltd,2.64,Tablet
9407,Joyneca Anti fungal Soap,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gvovnbiugmv2cefsalx8.jpg",Maxamus Pharma Pvt Ltd,2.64,Soap
9408,Macpee Tablet,Urinary retention,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/cxkttt5rf9fimdqxsecd.jpg",Intas Pharmaceuticals Ltd,2.64,Tablet
9409,Etogesic MR Tablet,Pain muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fdbllky2kr1ucptakc8i.jpg",Zydus Cadila,2.64,Tablet
9410,ZyKT Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jyez7s5au7mg2iwwd94x.jpg",Zydus Cadila,2.64,Cream
9411,Nuforce 400mg Tablet,Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/8b6e7e1dea1b4c5ca5bc379ab3c0ba35.jpg",Mankind Pharma Ltd,2.64,Tablet
9412,Tretin 0.05% Cream,Acne Acute promyelocytic leukaemia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/reopuzezjgwnuo7dddmd.jpg",Hegde and Hegde Pharmaceutical LLP,2.64,Cream
9413,Bonmax PTH 750mcg Solution for Injection,Osteoporosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/02609163fb3d44fca6dfac1bc561a9b3.jpg",Zydus Cadila,2.64,Injection
9414,Bexol Tablet,Parkinson's diseaseTreatment Drug induced abnormal movements,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xvbt8lbvbe21lrkom1iv.jpg",Intas Pharmaceuticals Ltd,2.64,Tablet
9415,Budamate Neb 1mg Respules (2ml Each),Chronic obstructive pulmonary (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/sboovtxiohnnjsjinlty.jpg",Lupin Ltd,2.62,Each)
9416,Melanocyl Tablet,Vitiligo Psoriasis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dk6issljb9isbi9de889.jpg",Franco-Indian Pharmaceuticals Pvt Ltd,2.62,Tablet
9417,Idrofos Kit,Osteoporosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gzusvnz4tje2lo4c3uib.jpg",Sun Pharmaceutical Industries Ltd,2.62,Kit
9418,Posito SR 200 Tablet,Hormone replacement therapy Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nghwvxzg5fckllklwhxk.jpg",Eris Lifesciences Ltd,2.62,Tablet
9419,Obelit Capsule,Obesity,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/rfotjgnveero3fnqx2su.jpg",Intas Pharmaceuticals Ltd,2.62,Capsule
9420,Obezita 60 Capsule,Obesity,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/48194c45ea8d48f4889e6522d42e849a.jpg",Sinsan Pharmaceuticals,2.62,Capsule
9421,Opiprol 100 Tablet,Anxiety disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ap3ubkckrsqcapa2itog.jpg",Sun Pharmaceutical Industries Ltd,2.62,Tablet
9422,Flunil Suspension,DepressionTreatment Panic disorderTreatment Obsessive-compulsive disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mztxjvaqy94ztlp4uamg.jpg",Intas Pharmaceuticals Ltd,2.62,Suspension
9423,Nizonide-O Tablet,Diarrhea Dysentery,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/z5yjh9zkeki9if3bxxv1.jpg",Lupin Ltd,2.62,Tablet
9424,Gutron 2.5mg Tablet,Low blood pressure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/yi6c3ous8qhe1aq24ndd.jpg",Bluemed Pharma Pvt Ltd,2.62,Tablet
9425,Gemcal -Kit,Osteoporosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nhkhuw6wowu8dvor9qic.jpg",Alkem Laboratories Ltd,2.62,-Kit
9426,Aziwok 250 Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xyjaxaj82oxmafgdf0g7.jpg",Dr Reddy's Laboratories Ltd,2.62,Tablet
9427,Sorbidiol 150 Tablet,Primary biliary cirrhosisTreatment Gallbladder stones,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5eddf1d31b2c4c218ad9d451f6c7807d.jpg",Franco-Indian Pharmaceuticals Pvt Ltd,2.62,Tablet
9428,Roseday-F 20 Tablet,High cholesterolPrevention Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/c2bb039856354b7daa5edf6114f43a2c.jpg",USV Ltd,2.62,Tablet
9429,Prulastin-M Tablet,Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d606d7b4a6d745809558a748a84bf25c.jpg",Alkem Laboratories Ltd,2.62,Tablet
9430,Tacroz Forte Solution,Atopic dermatitis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ho6ocdjlfrwyvxcs1imh.jpg",Glenmark Pharmaceuticals Ltd,2.62,Solution
9431,MNX-Forte Solution,Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vlvnkx6j9ixngierwonj.jpg",Salve Pharmaceuticals Pvt Ltd,2.62,Solution
9432,Itracoe Gel,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/uga2crqqtrr0g9kwwf6j.jpg",Koye Pharmaceuticals Pvt ltd,2.62,Gel
9433,Melapik  Ever New Cream,Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lhcgothrabzp5mqonxee.jpg",KLM Laboratories Pvt Ltd,2.62,Cream
9434,Ziprax 50mg Dry Syrup,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2fd043f011014cef90b4416a368fbb41.jpg",Cipla Ltd,2.62,Syrup
9435,Gabantip AT Tablet,Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/b3wkue7hlmnq4tyhoewt.jpg",Sun Pharmaceutical Industries Ltd,2.62,Tablet
9436,Ganaton OD Capsule SR,HeartburnTreatment Nausea,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/09b96e68d9f8482bb2805f7c2d88a383.jpg",Abbott,2.62,SR
9437,Persol  AC 2.5 Gel,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/smtqlgourz9esin7pok0.jpg",Wallace Pharmaceuticals Pvt Ltd,2.62,Gel
9438,Tadovas 20mg Tablet,Erectile dysfunctionTreatment Pulmonary arterial hypertension (PAH),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cfbcd974ea43406780fe398253be1be6.jpg",MSN Laboratories,2.62,Tablet
9439,Neorelax MR 8 Tablet,Muscular pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/06be6e44257f4d7c93d4b6bd72087eb4.jpg",Meyer Organics Pvt Ltd,2.62,Tablet
9440,Mlobe-LP Eye Drop,Eye infection with inflammation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xaj4c8iypgfa2r425dvh.jpg",Sapient Laboratories Pvt Ltd,2.62,Drop
9441,Flucos Dusting Powder,Fungal skin infectionsTreatment Fungal infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/go4ovrhukkfgf3nwloc6.jpg",Oaknet Healthcare Pvt Ltd,2.62,Powder
9442,Redotil 100mg Capsule,Diarrhea,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/h4zzxswnssk4o4qxaqgb.jpg",Dr Reddy's Laboratories Ltd,2.62,Capsule
9443,Thiox OD 8 Capsule SR,Pain muscle spasm,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jglh47oo8gg1byxqd9fm.jpg",Wallace Pharmaceuticals Pvt Ltd,2.62,SR
9444,Aziderm 10% Gel,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/h12keeomb2jdrqcenqkt.jpg",Micro Labs Ltd,2.62,Gel
9445,Terbiderm Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ku4yaezq106bjfhbqyil.jpg",Sun Pharmaceutical Industries Ltd,2.62,Cream
9446,Peroduo Gel,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/h3otlsnnjxqtddm5fshf.jpg",Ajanta Pharma Ltd,2.62,Gel
9447,Benzonix Gel Wash,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ni8wxv6hpndkrtadpmwa.jpg",Canixa Life Sciences Pvt,2.62,Wash
9448,Serenace Liquid,Schizophrenia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/sr1gfhchardwpvdimp4t.jpg",RPG Life Sciences Ltd,2.62,Liquid
9449,Rootz-M5 Solution,Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4601a71400364490a331cc336644d994.jpg",Apple Therapeutics Pvt Ltd,2.62,Solution
9450,Keto Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lek6dou1miynfmcqx1ep.jpg",Med Manor Organics Pvt Ltd,2.62,Cream
9451,Ketostar Anti Dandruff Lotion,Fungal skin infectionsTreatment Dandruff,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/tkliacb2wcjyxlivhobu.jpg",Mankind Pharma Ltd,2.62,Lotion
9452,Melgain Lotion,Vitiligo,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ulblkpicm7y6l4fpx8sb.jpg",Zydus Cadila,2.62,Lotion
9453,Flavospas O 200 mg/200 mg Tablet,Urinary tract infections (UTIs),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/15592ed9e9a8401ca58031915678ea74.jpg",Torrent Pharmaceuticals Ltd,2.62,Tablet
9454,Lozivate-MF Lotion,Eczema Psoriasis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/fb110d625a2c4068b3bd87b0a149a40b.jpg",Canixa Life Sciences Pvt,2.62,Lotion
9455,Urikind Tablet,Muscle spasms urinary tract,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/v8xm3oauedkhzryfjltm.jpg",Mankind Pharma Ltd,2.62,Tablet
9456,TGR Tablet,High cholesterol,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hxgemejsdd6zk7tmigow.jpg",Intas Pharmaceuticals Ltd,2.62,Tablet
9457,Vozuca Activ 0.3 Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/dada236f999a4bfea62e939d6cd2179b.jpg",Dr Reddy's Laboratories Ltd,2.62,Tablet
9458,Ivoral Forte Tablet,Worm infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rxokqabvkhrrmrewhbjs.jpg",Zydus Cadila,2.62,Tablet
9459,Oflokem D Eye/Ear Drops,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/329412365aa54104b28125d654d1c097.jpg",Alkem Laboratories Ltd,2.62,Drops
9460,Topirol 50 Tablet,Epilepsy/SeizuresPrevention Migraine Lennox–Gastaut syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mz3ooft8iyrl2ipkbtm3.jpg",Sun Pharmaceutical Industries Ltd,2.62,Tablet
9461,Mirago 25 Tablet ER,Overactive bladder (OAB) symptoms,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/j9dz7frnsuif1kmv0lst.jpg",Sun Pharmaceutical Industries Ltd,2.62,ER
9462,Acnewar Gel,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/pxlds0jibtfweown5zcr.jpg",Akumentis Healthcare Ltd,2.62,Gel
9463,Pinodin-TX Plus Tablet,Varicose veins,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wyuf0uf9gemjwn5eddfl.jpg",Nexgen Rx Life Science Pvt Ltd,2.62,Tablet
9464,Vertistar -MD 24 Tablet,Meniere's,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/rierc6rvlgbncdbepd7k.jpg",Mankind Pharma Ltd,2.62,Tablet
9465,Vertistar -MD 16 Tablet,Meniere's,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/z5fqsthteu3edogosoi6.jpg",Mankind Pharma Ltd,2.62,Tablet
9466,Safecet 10 Tablet,Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/95e57334d27b42d7969e7a48d58f267a.jpg",Talent India ,2.62,Tablet
9467,Liofen XL 20 Capsule,Muscle relaxation,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/la6auyb78ntgp7zq4rtc.jpg",Sun Pharmaceutical Industries Ltd,2.62,Capsule
9468,Pentate-D Tablet,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4a0aa5a5fa864351b4568c16fc738fcc.jpg",Morepen Laboratories Ltd,2.62,Tablet
9469,Metolar XR 12.5 Capsule,Hypertension (high blood pressure) Angina (heart-related chest pain) ArrhythmiaPrevention Heart attackPrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lzzutivhpteo2vgtoffq.jpg",Cipla Ltd,2.6,Capsule
9470,Rospitril Plus 3 Tablet MD,Schizophrenia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dm2meqqg1xnk72ycqiq0.jpg",Arinna Lifescience Pvt Ltd,2.6,MD
9471,Lulimac Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0b55e028401d4976a0a47a93705ba707.jpg",Macleods Pharmaceuticals Pvt Ltd,2.6,Cream
9472,Anasure 5% Solution,Hair loss,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/i28jtfeux7v1lwk96unc.png",Sun Pharmaceutical Industries Ltd,2.6,Solution
9473,Moxikind-CV Forte Dry Syrup,Resistant Tuberculosis (TB) Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/hwrpe9zun3csctgvii2f.jpg",Mankind Pharma Ltd,2.6,Syrup
9474,Siphene Tablet,Female infertility,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/axec6qr3n0r2dfc2ziph.jpg",Serum Institute Of India Ltd,2.6,Tablet
9475,Pentate 40 Tablet,HeartburnTreatment Gastroesophageal reflux (Acid reflux) Peptic ulcer diseaseTreatment Zollinger-Ellison syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/3f102d4c79354a9ea41c792f578df83a.jpg",Morepen Laboratories Ltd,2.6,Tablet
9476,Pbren 50 Capsule,Neuropathic painTreatment Epilepsy/SeizuresTreatment Fibromyalgia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yfapm2fw5itdkqj4wvhs.jpg",La Renon Healthcare Pvt Ltd,2.6,Capsule
